ScanID,bounding_box_center_x,bounding_box_center_y,bounding_box_center_z,volume,max_slope
177_1_0,-54.54945539,3.531257391,-12.43216479,216.4377509,0.00563702
178_1_0,-99.5407237,-44.10336477,58.51006167,1265.657092,0.010572255
178_2_0,-95.98124799,-63.19427389,65.60928631,162.430325,0.017035753
178_3_0,83.7722753,-57.18417287,71.41774284,3240.809844,0.013266563
178_4_0,112.248081,-26.42659706,68.8362066,947.9433765,0.012521923
178_5_0,-90.997982,-28.19427383,91.42464864,250.1427005,0.022948176
178_6_0,89.11148886,-33.14376879,95.29695299,374.2394687,0.011855423
179_1_0,116.1102438,63.41018954,74.63495825,658.1763388,0.013339698
18_1_0,96.01199167,-28.08830111,-43.70528654,938.0059531,0.006735981
18_2_0,-132.8606125,88.65741301,-32.89166214,790.5164057,0.011667401
18_3_0,45.46780848,-33.46003642,-34.24336519,128.8810531,0.005275875
181_1_0,-93.52749525,58.84473914,27.8175439,360.7939717,0.022980034
181_2_0,-87.34867961,52.06283444,42.90199841,171.501671,0.035163224
181_3_0,-105.8851265,70.62383678,48.38725459,446.1889946,0.039430976
181_4_0,-108.7928045,73.12243325,59.35776696,1113.693424,0.021602213
182_1_0,-90.77709424,51.02893511,79.76561354,202.5429909,0.04464227
182_2_0,-110.2804638,63.42007366,86.74155241,233.1155178,0.041764498
182_3_0,-107.4436101,66.25233391,98.79090137,775.1409431,0.02928698
183_1_0,-97.76977491,88.85656828,29.86494244,776.8053755,0.026803792
184_1_0,130.183365,65.13259051,50.66749492,142.3294819,0.009201855
184_2_0,133.8741029,69.47392866,55.62872661,61.32280868,0.009557009
185_1_0,-73.10042583,-29.62369259,-3.737628721,215.4097295,0.010880172
185_2_0,-75.24372449,11.06447461,27.68998005,427.613957,0.027938008
185_3_0,-95.6050617,38.54683316,27.68998005,221.8207333,0.03588447
186_1_0,-58.73189888,4.525777193,-36.78061291,127.0453741,0.012942672
186_2_0,110.8006914,54.88096375,-26.99351766,318.9649817,0.034261256
186_3_0,-54.05265541,12.43873508,-15.90147638,164.888677,0.010993242
186_4_0,96.40301919,15.31617431,-8.724273193,254.0907481,0.007784382
188_1_0,148.4845658,76.47949745,-46.33826628,146.4059734,0.01900056
188_2_0,-132.9194712,78.24995727,-15.00514722,142.6358625,0.008425444
188_3_0,150.6083698,45.31940473,16.95463422,701.86898,0.011805669
188_4_0,150.9623372,55.94216362,28.86121947,950.6962996,0.019565582
188_5_0,-133.6274058,92.76772774,42.02112947,945.0411333,0.021063372
189_1_0,142.4100792,42.89355028,-2.272018498,219.616459,0.009950891
189_2_0,139.4457153,56.21864068,12.11361185,824.7135557,0.018379748
189_3_0,-138.0928518,100.8757004,17.14858247,925.3071085,0.01879777
19_1_0,-51.5937407,-17.81402338,-28.32762146,250.5994295,0.008567855
19_10_0,-78.46242762,-35.84432644,44.17237854,374.3368036,0.009073213
19_11_0,112.0931283,-23.11705369,44.17237854,914.2817091,0.011152297
19_12_0,-66.44222558,12.59001708,55.42237854,3355.907572,0.008621067
19_13_0,-125.1290944,54.30718887,71.04737854,286.845731,0.016468614
19_2_0,-62.55333668,-26.65240723,-23.95262146,324.9668412,0.009646937
19_3_0,-100.3816196,-24.88473046,6.04737854,119.3628205,0.008280292
19_4_0,66.48706758,-18.52109408,5.42237854,471.2019198,0.015530601
19_5_0,111.0325222,-9.68271023,7.29737854,314.3429253,0.008130685
19_6_0,-101.795761,-3.67260921,14.79737854,10094.59497,0.008342177
19_7_0,-53.36141747,-42.56149817,29.79737854,521.1968184,0.009328514
19_8_0,-28.26040733,4.105168581,28.54737854,653.6832998,0.011843458
19_9_0,115.9820172,-15.69281125,33.54737854,771.7962479,0.027655408
190_1_0,85.13221729,3.16247195,4.498077393,293.0950933,0.004153311
190_2_0,-71.13040924,2.808936596,18.87307739,210.6035106,0.00407964
190_3_0,90.08171225,-13.45368969,50.12307739,182.4813801,0.007110417
194_1_0,56.95783764,11.08932616,-16.33434193,1537.496069,0.014363155
194_2_0,-69.71271747,-2.25525108,9.329719756,185.7187506,0.016384661
194_3_0,78.19378364,-11.89300131,17.02893826,614.5731174,0.014554292
194_4_0,-112.9297304,44.82145197,51.67542154,299.8436317,0.02619487
194_5_0,115.8223897,62.61422163,58.09143696,535.890746,0.02878216
194_6_0,-118.5181372,55.94193301,61.94104621,496.9039854,0.031062081
194_7_0,118.0577525,74.47606807,70.28186626,693.2554888,0.031115994
194_8_0,-51.45725511,1.080893231,-25.95836506,587.6368101,0.016778827
195_1_0,-95.71272978,20.41293116,3.082095988,219.9367241,0.016527176
195_2_0,-104.5695532,31.4721226,5.030076266,436.5908104,0.018714607
195_3_0,-109.5293742,54.66074979,12.17267062,169.3841039,0.006295323
195_4_0,-121.928927,40.03407725,20.61391849,528.5046653,0.026023954
195_5_0,-112.3635577,42.53131403,34.89910719,551.483129,0.017962098
195_6_0,-100.3182779,59.29847523,52.4309297,403.7644337,0.034050196
195_7_0,-109.8836472,68.93067422,53.72958321,282.9633674,0.023836553
195_8_0,-129.3686586,73.92514777,51.13227618,657.8405895,0.02375403
195_9_0,-117.3233788,90.33556086,54.37890997,362.403199,0.02837947
2_1_0,98.20589709,-8.519754362,-11.81267896,219.084474,0.011300162
2_2_0,102.2029417,0.815686857,-7.801838357,205.8277701,0.019342735
20_1_0,-84.78640398,-15.86621549,-0.543038995,327.7346899,0.018269092
20_2_0,89.01661247,-23.65369326,38.48159323,307.2085089,0.013739064
20_3_0,98.71223529,45.01770162,67.41364815,212.7880763,0.013247624
20_4_0,104.4577895,60.59265716,70.77784059,601.4171031,0.025207907
200_1_0,-100.8760598,48.31444292,-16.29891218,564.6330766,0.01910156
200_2_0,-103.8632862,39.56843506,15.50027505,481.5535504,0.029608399
201_1_0,102.2599252,19.94664643,-1.126559889,780.6170805,0.033897534
201_2_0,108.4409633,1.566310765,2.789216696,187.4575636,0.033099294
202_1_0,41.17411463,13.76139166,-40.3930852,158.491896,0.006811872
202_2_0,-41.00599456,8.001826546,-33.29301928,269.2894715,0.00698027
202_3_0,46.55709121,21.32082088,-31.16299951,203.2511815,0.00931327
202_4_0,-70.79179832,21.32082088,-21.22290722,205.4524578,0.004146665
202_5_0,46.19822611,14.4813373,-21.93291381,190.7772823,0.003891394
202_6_0,-49.61875709,12.32150038,9.307376249,130.6090625,0.006752163
205_1_0,-124.1489628,34.20442521,86.85474569,105.5094296,0.010758206
205_2_0,-126.2734992,41.2888837,88.11403414,368.9671071,0.019966274
206_1_0,-107.1649421,58.99526872,69.43408475,538.3571234,0.02280277
207_1_0,-105.4209499,43.04105219,35.5484848,774.1586018,0.014931485
207_2_0,-111.4237463,52.42042148,54.2984848,881.1332449,0.024692968
207_3_0,-107.2968238,60.67426646,56.1734848,194.243431,0.028516665
207_4_0,106.1776214,62.92531509,55.5484848,286.4386827,0.035100505
208_1_0,-93.11952455,52.91927064,84.3633823,719.6734259,0.013537392
21_1_0,-108.4202833,49.73710149,81.18513335,258.7162707,0.012512505
21_2_0,-110.2114168,60.46292087,78.58870131,472.8721554,0.02085957
210_1_0,70.00729728,12.0640469,27.51183621,294.5887271,0.02587001
210_2_0,115.1764918,64.03849354,55.83328481,320.415684,0.024035096
210_3_0,109.6229023,63.68250418,67.31495316,247.7773677,0.03452292
211_1_0,74.88363606,3.75785037,35.62862426,329.9698778,0.014517665
211_2_0,118.4062985,62.7641979,57.23176157,521.9901639,0.025909632
211_3_0,115.1956102,63.48378751,70.05862435,256.4891907,0.031017482
212_1_0,-93.50765477,50.68317687,99.03699004,705.0899232,0.018690139
213_1_0,-41.76688323,-61.07861467,-2.430514641,182.9021544,0.008784711
213_2_0,-81.74825404,49.47526793,63.33403795,745.7770942,0.043584973
213_3_0,-80.67732447,44.12588652,69.02520115,185.478241,0.04329425
213_4_0,-86.03197234,64.4535359,68.39284969,199.6467178,0.023777425
214_1_0,-86.54174726,52.61858277,32.14838768,265.9692551,0.04288879
214_2_0,-84.41524334,49.72104576,41.97466866,193.8908662,0.032105416
214_3_0,-88.31383385,70.36599696,38.4652826,219.8390862,0.044775367
217_1_0,-105.5867947,50.8912234,52.68768542,178.8856996,0.036396563
217_2_0,-111.7321844,59.29405519,29.53958383,206.1378179,0.019165069
218_1_0,-69.93073459,-36.85080016,11.13001111,1002.50176,0.040070474
218_2_0,-74.89338415,-52.75989109,13.02864357,387.0418186,0.019497976
218_3_0,-89.07238289,-67.60837597,7.332746193,210.0177737,0.008893847
218_4_0,74.34057755,7.341119111,47.20402784,234.7630703,0.010213569
218_5_0,-127.7101544,63.19970506,78.21502468,2230.249168,0.02730529
219_1_0,-99.46321858,-13.47227255,57.63214479,6442.584512,0.03325066
219_10_0,145.9628556,80.45911714,102.7492037,1315.406426,0.021852732
219_2_0,-99.46321858,54.14370836,61.7336956,407.7033176,0.01893884
219_3_0,-115.0977685,75.3422321,78.82349063,492.0056079,0.028241605
219_4_0,134.6914359,72.41829779,76.77271523,404.7963421,0.02058664
219_5_0,-124.5512173,93.61682153,81.55785784,539.2439602,0.027555242
219_6_0,-106.3715081,66.57042917,88.39377585,409.1568054,0.03041479
219_7_0,145.5992614,85.94149397,80.19067423,259.4475658,0.026362002
219_8_0,-115.8249569,74.24575673,98.64765287,884.4473041,0.01712896
219_9_0,-125.6419998,81.19010072,96.59687746,353.1975265,0.02125007
22_1_0,100.0093879,-76.17525789,-6.059236983,387.1765955,0.019318625
22_2_0,93.08322105,-44.65503565,-6.059236983,2391.486756,0.007747069
22_3_0,55.53610605,-49.47577552,-2.054519372,268.5117329,0.0067074
22_4_0,-109.2337578,-18.32637943,-6.860180505,236.4635583,0.013048902
22_5_0,110.5809057,53.24306635,38.79360026,817.6615349,0.019284502
220_1_0,103.7011037,38.08692616,66.7100056,392.0040825,0.01538223
220_2_0,100.8162209,50.76389619,66.7100056,276.8479536,0.02480501
220_3_0,-98.6013036,47.14190475,89.35539852,309.1863186,0.019593537
220_4_0,-85.25872059,61.26767135,87.09085923,200.3401146,0.018546566
221_1_0,-86.93115242,2.332843372,-2.75817911,404.2170808,0.018703967
221_2_0,-87.92822471,11.32270153,-5.476000577,768.7342697,0.01665008
222_1_0,-106.3960211,-78.45732698,-84.26933443,289.2140654,0.048324913
222_2_0,-104.3564028,-97.2501868,-63.72363281,157.4485838,0.026280463
222_3_0,-122.130219,-71.78889284,-10.77894018,380.2215801,0.030890197
222_4_0,97.27443021,-27.53473907,-6.037624427,313.2221828,0.020174444
222_5_0,-117.7596085,65.52022813,1.074349209,893.3252984,0.04411146
222_6_0,106.3070253,74.91665804,5.025445674,371.8466555,0.013051093
222_7_0,111.843132,91.58774337,24.780928,1214.364078,0.033079714
222_8_0,-109.3097615,64.91400684,16.87873507,418.7462336,0.03159198
227_1_0,-98.51045808,46.80021654,24.9253499,1550.301349,0.030812949
227_2_0,24.49802573,12.82342106,77.22712434,112.700401,0.020645529
228_1_0,-84.98068994,57.79235195,21.10724858,765.6403309,0.019012243
229_1_0,-112.9753075,41.17138592,28.15684154,273.0027286,0.025397837
229_2_0,-70.40221384,-56.45592788,32.80243359,199.9744987,0.012721926
229_3_0,-73.28852527,-43.9852856,35.45705762,141.9614189,0.012041569
229_4_0,-102.5124285,44.02181844,43.4209297,227.2747716,0.020771682
229_5_0,54.06996669,-14.76835228,56.03039384,432.7093248,0.022561759
229_6_0,60.92495634,-29.02051488,58.02136186,264.1301399,0.02182141
229_7_0,110.3530396,53.99833226,71.958138,223.8622374,0.015178949
229_8_0,106.0235725,43.66551438,65.32157793,432.7093248,0.019181207
23_1_0,89.99175842,2.470976651,-52.26591499,171.0848549,0.015861616
23_10_0,-89.09254405,25.45077467,24.46240285,131.0166547,0.016768098
23_11_0,-78.45387262,6.359865546,28.26711282,129.1086451,0.012559533
23_12_0,-81.64547405,-10.96336681,32.70594113,146.2807309,0.01592061
23_13_0,-111.4337541,81.30936062,37.77888776,311.005554,0.027267188
23_14_0,-89.44716644,48.78410804,43.48595272,1302.534508,0.014467374
23_2_0,31.12444315,-18.03407389,-36.41295676,56.60428284,0.012952462
23_3_0,-55.04879547,1.763905942,-30.07177347,88.40444174,0.007568434
23_4_0,78.28921984,28.63259286,-30.7058918,165.9968295,0.011177421
23_5_0,103.4674089,25.45077467,-21.82823519,279.8413983,0.006392017
23_6_0,95.31109414,40.29925954,-9.779986933,129.7446483,0.01429531
23_7_0,104.531276,4.238653421,-9.779986933,189.528947,0.010071024
23_8_0,85.02704508,-13.79164964,13.68239125,162.8168136,0.023045003
23_9_0,60.2034784,-1.064376891,19.38945621,279.2053951,0.010528535
230_1_0,90.11412046,36.95793231,40.42907357,701.9330303,0.014511928
230_2_0,-109.1174466,39.12961328,44.22811388,455.0921258,0.014412507
231_1_0,98.78001199,51.15245343,64.76899649,530.4603092,0.016354695
232_1_0,-69.09930893,9.956056775,19.32269142,3369.726033,0.007152677
233_1_0,114.4251233,67.81216578,2.723106609,181.0840623,0.012315899
233_2_0,-62.76910153,-53.83730522,22.3837845,746.8112215,0.01664181
236_1_0,-39.61390092,10.86241315,42.26875982,1253.800277,0.022519216
238_1_0,-112.1133143,56.52720306,118.8621411,204.6417085,0.012527317
238_2_0,-124.8517492,64.34933398,117.4106747,209.3642095,0.012267739
238_3_0,118.9982902,55.03727337,119.5878743,300.6658948,0.023930281
24_1_0,-60.14642077,-57.28359873,-1.797003292,943.61691,0.032678753
24_2_0,-78.96857805,64.28617228,26.11897822,215.9394148,0.022366911
24_3_0,75.87030074,48.33678541,26.11897822,262.5772174,0.016260147
24_4_0,78.71138108,61.80515654,26.75343234,284.2989336,0.021298856
24_5_0,82.61786655,78.81783587,43.88369373,361.6026886,0.018364727
240_1_0,80.09680352,-0.227133684,15.18918781,138.8781613,0.011548549
240_2_0,80.83118007,-3.1240858,57.15429274,770.2069456,0.0302037
243_1_0,101.1740971,-68.62422462,51.08473581,202.3010559,0.005749434
243_2_0,-110.4975138,-95.45916618,46.98131691,324.3792793,0.005535334
243_3_0,108.6574369,-68.62422462,61.75362495,252.8763199,0.009301707
243_4_0,-92.32368864,-79.06003523,64.21567629,224.972726,0.007852539
243_5_0,85.49471853,-60.05195162,69.13977898,320.0193428,0.006914541
245_1_0,-52.82292593,7.355291168,20.71115354,232.4330526,0.020822972
245_2_0,83.9547069,22.4307304,22.0633287,236.5713265,0.021139562
245_3_0,75.78357559,10.94468146,8.541577029,152.4264232,0.013830155
246_1_0,87.72548101,-10.37302196,-15.7214761,293.2852076,0.012296483
247_1_0,111.1129197,51.85384209,46.92563123,484.7873117,0.015102461
247_2_0,124.5834691,57.52165136,45.03318251,370.086,0.011218607
248_1_0,84.20270045,50.16353187,63.45642696,486.6511166,0.008877859
248_2_0,95.10910567,55.95106938,60.22155207,576.4943997,0.010777205
248_3_0,-117.9293429,30.99231387,25.93187822,89.16265213,0.007478625
249_1_0,88.57850966,7.656072483,-0.400329826,125.1390715,0.009207621
25_1_0,-61.97566225,-90.94476084,-50.64163714,144.1146924,0.013023198
25_10_0,39.15256978,-16.68423674,-7.243473328,1350.989865,0.009850293
25_11_0,-96.88469608,66.45912517,30.81337802,617.4392509,0.028754085
25_12_0,-92.56605272,54.02315223,35.48702643,263.6410961,0.024501354
25_13_0,-101.5632264,54.02315223,47.50497948,1335.963689,0.014062732
25_14_0,96.01470736,49.75939008,51.51096383,247.9319116,0.033304602
25_15_0,101.7728985,65.03787112,53.51395601,779.9951599,0.02357778
25_2_0,64.34465605,-103.3807338,-24.60273885,138.6506282,0.009704143
25_3_0,56.78703017,-46.53057179,-13.92011391,3440.994409,0.009910584
25_4_0,45.63053482,-11.35453406,-15.25544203,255.4449998,0.011792451
25_5_0,54.98759543,-79.93004196,-12.5847858,259.5430479,0.014273733
25_6_0,49.58929123,-71.40251766,-10.58179362,148.2127405,0.014109343
25_7_0,42.75143924,-21.65862592,-9.246465504,205.5854143,0.012748301
25_8_0,59.66612574,-44.39869071,-12.5847858,640.6615236,0.011981308
25_9_0,42.03166535,-38.00304749,-5.240481152,68.98381011,0.018583506
251_1_0,-103.3436592,-65.38264902,46.79850823,1090.357187,0.04059398
252_1_0,129.739237,48.2933317,-32.26372097,185.8306844,0.022329286
252_2_0,-94.0334694,55.30259602,-20.29930435,470.429646,0.012730032
252_3_0,125.2637829,46.81769711,11.60580663,255.3342869,0.02567096
256_1_0,-82.60414094,-45.64468431,-54.94226837,1155.507095,0.011050344
256_2_0,-66.34151465,-51.30124998,-39.31726837,194.3551685,0.011252224
256_3_0,-84.72535306,-23.72549236,-33.69226837,331.8411398,0.010578662
256_4_0,88.86050582,-27.96791661,-23.06726837,684.3051753,0.008841366
256_5_0,-80.12939346,-7.462866068,4.432731628,308.7184992,0.011311978
256_6_0,-67.04858536,0.668447077,4.432731628,190.6055511,0.011782646
256_7_0,87.79989976,-9.937613547,1.932731628,338.7154384,0.011724442
256_8_0,84.61808157,16.93107337,20.68273163,214.353128,0.012970686
256_9_0,95.57767755,14.80986124,18.80773163,889.909196,0.012759477
257_1_0,-53.09980594,4.762771241,0.207312432,218.1358477,0.024131835
257_2_0,-74.8652315,5.506007631,9.366554661,272.464021,0.013297796
257_3_0,89.82648854,23.71529919,16.99925652,181.9170654,0.010832816
258_1_0,-120.5524982,61.34827822,50.70503925,526.3268448,0.012003273
259_1_0,-122.6349718,60.94404264,33.44897699,347.5409332,0.014082611
26_1_0,-60.69626734,-11.92963085,-16.50608337,547.2835042,0.012820452
26_2_0,-85.24288512,22.33391383,10.17922234,476.2915402,0.016191632
26_3_0,-82.39690045,21.97700191,18.43895982,818.3437304,0.012413055
260_1_0,-123.295722,-78.85125209,-56.02227226,380.793378,0.016425654
260_2_0,-67.72773107,-99.75343836,-22.50394784,3609.290153,0.050352126
260_3_0,115.3616748,-39.20917469,-27.39203682,192.1895015,0.010422781
260_4_0,-118.6650561,66.38290423,44.53270099,1641.499138,0.03496085
262_1_0,75.60496562,10.04321393,1.796279797,309.3451516,0.013965428
263_1_0,-76.4315464,-41.41050286,-40.64174679,183.3181675,0.007270128
263_2_0,-88.48760382,-6.171700533,-37.24810524,163.3457602,0.008556128
263_3_0,-43.55138979,-18.39740746,-35.2119203,200.4373738,0.016227454
263_4_0,37.55299649,11.44770063,-29.10336549,2964.475892,0.030906707
263_5_0,-98.3516508,40.93322911,15.01397477,1019.306076,0.023807272
263_6_0,130.3481051,52.79935643,12.29906153,709.0204612,0.036706746
263_7_0,-104.562347,52.0801972,42.16310725,701.1741583,0.02815196
263_8_0,129.98277,55.31641374,29.94599763,194.7309717,0.040509373
263_9_0,133.2707857,72.21665567,27.9098127,869.5130203,0.031080723
264_1_0,-50.89395324,-3.950722793,-47.81907654,281.1150501,0.007489651
264_2_0,-84.90259383,-26.26889318,-42.19407654,199.5414865,0.010170728
264_3_0,-97.30157738,3.134410663,-44.06907654,141.185014,0.01132831
264_4_0,33.41913489,16.24190756,-45.31907654,378.3758376,0.010211617
264_5_0,-107.9292776,53.4388582,19.68092346,552.817766,0.019808829
264_6_0,131.5482333,72.92297521,39.68092346,871.5821532,0.013750523
264_7_0,-115.7229244,69.02615181,50.93092346,1081.163463,0.014366359
264_8_0,-105.0952242,69.73466515,49.68092346,453.6745117,0.022616625
264_9_0,133.6737733,74.3400019,44.05592346,904.8390676,0.01865971
265_1_0,48.5424201,-27.74287346,-0.879720015,125.9278387,0.011656851
265_10_0,108.9071721,88.62052302,82.15522606,679.4716005,0.01931493
265_2_0,-64.32895041,-37.67633414,11.74159179,182.4943545,0.010568455
265_3_0,-51.82737457,-20.64754441,29.01286057,260.6100192,0.009246528
265_4_0,-98.97617491,51.72481194,62.226839,615.4975648,0.021656811
265_5_0,99.62028714,69.46313458,66.87679598,2557.614607,0.035063177
265_6_0,98.90591138,77.26799654,78.16954865,586.540896,0.01890488
265_7_0,99.97747502,64.49640424,80.82666692,167.0059038,0.01925017
265_8_0,96.04840833,84.71809204,82.81950563,319.1967677,0.010679022
265_9_0,93.90528104,95.71585208,79.49810779,329.2979313,0.014477402
266_1_0,87.36383734,-23.94766904,-57.76076016,171.6360311,0.01379633
266_2_0,97.95977383,-27.29821263,-48.20010683,367.1317796,0.02070123
266_3_0,60.87399612,-37.72212601,-21.56685824,1351.537537,0.03310162
266_4_0,-93.90236189,98.16103059,27.60221606,748.8872569,0.040980726
266_5_0,-92.38865668,94.06592176,41.26029226,1130.642734,0.041028798
266_6_0,-96.17291971,114.5414659,42.62609988,233.9791635,0.05004704
268_1_0,71.25608877,7.227487636,-32.87422519,190.0366005,0.00676316
268_2_0,114.5688299,67.06418081,22.88968467,194.9634753,0.02265194
268_3_0,103.3797051,66.71011754,48.36208794,430.7496278,0.017131805
27_1_0,-71.38350349,8.257588239,14.50027331,1969.945002,0.010611743
270_1_0,-91.73415391,-24.71671095,-16.54647502,175.2905237,0.010305539
270_2_0,98.33767611,80.45870991,75.17424869,230.9262117,0.020151958
270_3_0,-96.56964078,83.09751976,82.64778914,211.1107612,0.042787492
271_1_0,117.8626281,-11.99030878,-14.3137949,5409.132763,0.027971089
275_1_0,87.32505951,-18.78497571,-22.75514838,2247.994351,0.030426651
275_2_0,77.01300897,-21.61325854,-9.266594423,118.213496,0.016992345
275_3_0,38.96509833,33.89179206,53.67999072,1582.639701,0.043357402
275_4_0,-106.1147852,57.57866079,75.51860189,184.748961,0.020714104
275_5_0,117.5500353,50.5079537,76.16091398,545.2032276,0.023095787
276_1_0,-73.82641751,43.65379134,34.76728515,294.0375603,0.017513603
276_2_0,124.6325306,78.15531379,76.31192445,340.1764328,0.038882554
279_1_0,-101.1912917,46.3498596,97.67700203,270.7252195,0.020736545
28_1_0,82.90332254,-10.7941969,-9.040418975,2793.139128,0.030578077
28_2_0,106.0512126,63.44822747,7.131375104,1106.961367,0.024321705
280_1_0,-98.26949649,71.06898856,39.07812348,1170.105705,0.015176684
280_2_0,113.4885787,74.25080675,29.83059079,1218.219704,0.013343483
280_3_0,-96.12329978,68.59424108,48.98619421,224.5319914,0.025164872
280_4_0,-103.6349883,74.95787746,47.00458007,527.2492299,0.017739594
280_5_0,123.1464639,100.7659583,45.02296592,506.5334807,0.013415664
285_1_0,108.6722111,4.123404256,38.90191904,1264.874532,0.011534154
285_2_0,99.73209269,3.06051816,54.64034087,146.2282696,0.01104334
286_1_0,99.72376101,-0.93751229,46.22311679,531.645125,0.016548663
289_1_0,-121.7990144,61.2702843,6.598297142,343.5239033,0.019753844
289_2_0,-104.8038436,-6.254968345,36.18190821,478.4121883,0.009343743
289_3_0,110.1142536,-55.74991792,33.03471554,763.9467355,0.009117454
289_4_0,-61.60778455,-49.0327462,39.32910087,307.5957153,0.016059726
289_5_0,-106.5741739,44.65412265,38.07022381,205.4840229,0.013093889
289_6_0,-110.1148345,64.45210248,59.47113394,460.7632538,0.029054552
29_1_0,101.3443231,5.769205894,10.06571931,2831.03501,0.017220795
29_2_0,104.2805584,30.72679009,22.86832125,137.4010925,0.011848778
29_3_0,-93.18126802,42.30132189,36.34474435,562.4857223,0.018178731
29_4_0,-105.2932388,60.02482371,53.86409439,1590.131393,0.01564616
29_5_0,121.1639116,62.91845666,45.77824052,594.6891034,0.016928107
29_6_0,122.2649999,58.93971136,51.84263092,156.7231211,0.025817037
29_7_0,131.4407353,73.76958023,55.88555785,59.39734727,0.021473259
290_1_0,-80.4664487,-43.38398969,-40.17881939,178.9619204,0.013617605
290_2_0,-70.71256691,-35.95974725,-29.79409899,159.1558581,0.014169067
290_3_0,90.04585527,-40.55570686,-30.48641368,195.2311859,0.015962213
294_1_0,-145.4944427,67.07839597,39.82058374,264.3956951,0.032286942
294_2_0,142.7099234,83.19752159,47.9688941,890.5960257,0.04802078
294_3_0,138.7766132,74.95885738,43.89473892,305.4466057,0.039767206
295_1_0,-138.2331383,63.53458518,27.2029953,201.2294671,0.01674226
295_2_0,133.2820137,72.01943368,30.3279953,238.7256411,0.028145835
295_3_0,134.3426197,79.79721147,27.8279953,569.3169084,0.032544553
297_1_0,74.4516347,4.12673734,32.4879303,630.162185,0.005640537
297_2_0,98.88634683,38.83111109,33.7379303,400.6702848,0.015889287
297_3_0,107.0312509,71.05660099,73.7379303,473.4054225,0.02968496
298_1_0,-96.74114825,70.67730714,39.59013129,264.8637992,0.028232008
298_2_0,120.4483324,71.79005111,39.59013129,408.0334204,0.013037413
298_3_0,129.9389651,78.46651492,49.87078201,921.0578964,0.014838249
299_1_0,-74.43873046,12.55000851,-46.42706299,2623.57366,0.005873263
299_2_0,-104.4290241,19.77658529,9.197937012,615.5834689,0.006560236
3_1_0,54.42549358,-11.67223995,-27.20756641,991.4811421,0.021155119
3_2_0,94.75695699,36.77147261,40.25416394,266.4564449,0.008405536
3_3_0,113.8423816,61.53159236,41.52702677,344.0906684,0.018772572
3_4_0,119.6040193,66.19654246,56.80138081,220.4022446,0.012730062
3_5_0,93.31654758,38.9245265,-34.20831202,255.2718534,0.008977056
30_1_0,87.12725761,22.59629879,-6.373936899,342.4359252,0.02048719
30_2_0,75.09370138,-32.4662958,0.66947089,1250.541322,0.03338629
30_3_0,-106.8253546,39.62223264,43.6342584,145.2101708,0.03970775
30_4_0,120.0425732,37.08645526,46.45162152,320.7627654,0.032962203
30_5_0,110.1325857,42.52026394,45.04293996,213.1194049,0.023831964
30_6_0,118.9807888,49.76534217,50.67766619,231.9028101,0.030907512
300_1_0,-41.69479552,14.36506996,21.73787426,167.3499602,0.006710723
301_1_0,-42.35921913,24.56426741,50.26616726,161.3465157,0.023406655
31_1_0,-67.64103363,3.519617078,38.89417046,827.6563939,0.028514802
32_1_0,97.50135825,-43.01887775,-24.837886,841.4403022,0.006905079
32_2_0,76.64317403,-14.99888954,3.440541121,32231.4769,0.02160713
32_2_1,76.64317403,-14.99888954,3.440541121,32231.4769,0.02160713
32_2_2,76.64317403,-14.99888954,3.440541121,32231.4769,0.02160713
32_3_0,60.9080526,4.287595857,4.725924171,1028.350963,0.03437978
32_4_0,123.8485383,46.8634221,9.867456375,273.8617745,0.011695832
32_5_0,130.8012664,54.86913302,54.85586315,2215.541756,0.026383668
32_6_0,139.2177267,66.51380345,63.85354451,621.6662281,0.033450216
32_7_0,-105.9574212,56.32471682,71.56584282,289.6088265,0.035871834
32_8_0,135.1924631,77.06678602,75.42199197,251.9528325,0.0370605
33_1_0,-138.7373787,15.4587093,-9.67143379,538.4848235,0.023287177
33_3_0,-134.4935206,73.79204273,-6.541446513,339.3706678,0.022349358
33_4_0,141.7109127,69.90315384,1.596520408,191.6004139,0.019121617
33_5_0,-130.9569721,75.20618415,18.4984517,108.3231098,0.018064082
33_6_0,-133.4325561,93.23648721,29.7664059,1242.89811,0.015006334
33_7_0,138.1743643,74.14557809,27.88841353,447.6937777,0.014067978
36_1_0,-110.4628407,49.78838142,-19.0772851,196.0533927,0.012429893
36_10_0,-109.7352734,56.6254482,52.77377515,387.9648123,0.03074944
36_11_0,127.0878581,62.38297812,61.34316766,122.8785348,0.030788153
36_12_0,132.1808287,70.29958177,65.95745593,162.917608,0.026743025
36_13_0,133.9997468,84.69340657,66.61663997,127.7108368,0.027968436
36_2_0,-97.73041422,41.87177778,-18.41810106,82.14913285,0.024205476
36_3_0,-94.0925781,39.35285844,-4.575236239,133.2334676,0.015866816
36_4_0,114.3554317,39.35285844,-0.620132005,122.8785348,0.015562326
36_5_0,-97.36663061,44.0308515,23.1104934,356.2096853,0.019214064
36_6_0,115.4467825,41.87177778,25.08804551,100.0976829,0.014646411
36_7_0,119.0846187,47.6293077,25.08804551,75.93617322,0.014651567
36_8_0,122.7224548,56.98529382,43.54519861,651.670432,0.022694975
36_9_0,136.5462321,83.61386971,59.36561554,403.8423758,0.024943799
37_1_0,-78.02184064,45.24193988,43.80355723,259.3323577,0.011590108
37_2_0,-89.86134977,61.54111168,55.787866,354.8045834,0.012679502
