ScanID,elongation,flatness
5_3_0,1.337329482,1.87729719
5_4_0,1.539545541,1.664610528
5_5_0,1.469960374,2.085279764
5_6_0,1.240256138,1.62112034
5_7_0,1.669577273,1.878700479
5_8_0,1.461105133,1.441231582
5_9_0,1.181398534,1.855970149
50_1_0,1.514823072,1.157115467
50_2_0,1.286876582,1.440110471
50_3_0,1.234645336,1.967052763
51_1_0,2.363660749,1.723796703
51_2_0,1.305375189,1.998029766
51_3_0,1.342165894,1.167451273
51_4_0,1.687747342,1.571525598
52_1_0,1.338209075,2.474366615
52_2_0,1.444546057,1.169276768
53_1_0,1.398838628,1.203614971
53_2_0,1.065335243,2.677296422
53_3_0,1.689346671,1.467695698
53_4_0,1.518516234,1.173153847
54_1_0,1.340745778,2.31195469
54_10_0,1.650422891,1.712675183
54_11_0,1.524861911,1.35041472
54_12_0,2.001258343,1.244467329
54_13_0,1.353505153,1.225763558
54_2_0,2.248503018,2.283936169
54_3_0,1.429691829,1.379342329
54_4_0,1.208049009,1.494394145
54_5_0,1.131516862,1.537514085
54_6_0,1.311370618,1.548381916
54_7_0,1.339859112,2.008836733
54_8_0,1.943675838,1.445569574
54_9_0,1.54365519,1.578005335
55_1_0,1.89689765,1.529431729
55_2_0,1.110326929,3.099284615
55_3_0,1.374116143,1.801187013
55_4_0,1.490887533,1.054346573
55_5_0,1.336181659,1.645902167
56_1_0,2.015902854,1.489680959
56_2_0,1.464114351,1.713485058
56_3_0,1.039503337,1.467392563
57_1_0,1.570369806,1.716395527
57_2_0,1.650072519,1.461692593
58_1_0,1.912130966,1.569797284
59_1_0,1.350060752,1.429419958
59_2_0,1.46562142,1.02130045
59_3_0,1.301282933,1.835677615
59_4_0,1.194772875,1.177619964
59_5_0,1.813677423,1.310655022
6_1_0,1.122948816,2.703998772
6_2_0,1.410484657,2.411245003
6_3_0,1.475253174,2.757447167
6_4_0,1.400711099,1.541531386
6_5_0,1.378688656,1.252201672
6_6_0,1.296723938,1.566471104
60_1_0,1.647711885,1.449201538
60_10_0,1.402610818,1.405011603
60_11_0,1.863396446,1.090035022
60_12_0,1.142155568,1.871108402
60_2_0,1.142466886,1.970103418
60_3_0,1.302984186,1.543525236
60_4_0,1.407496955,1.391605955
60_5_0,1.329199602,1.372104656
60_6_0,1.680791814,1.32785506
60_7_0,1.571062618,1.854966907
60_8_0,2.252251916,1.339671473
60_9_0,1.718469036,1.437811919
62_1_0,1.777966321,1.716995871
62_2_0,1.407734964,1.647382636
63_1_0,1.263254786,1.224942285
64_1_0,1.25686914,1.129536114
64_2_0,1.451334639,2.096500592
64_3_0,1.161414024,1.445337511
64_4_0,1.917826844,1.717275977
65_1_0,1.621859258,1.51988362
66_1_0,1.365174618,1.231106882
66_2_0,1.400517349,1.587884707
66_3_0,1.493777973,1.678049356
66_4_0,1.718947824,1.863045474
66_5_0,1.246459786,1.082680437
66_6_0,1.472341162,2.363113818
67_1_0,1.334302968,1.344899234
67_2_0,1.376172483,1.745268267
67_3_0,1.507973875,1.234958488
67_4_0,1.356783738,1.670640428
67_5_0,1.867830772,2.377655437
67_6_0,1.429781659,1.316617719
67_7_0,1.404863776,1.676449532
68_1_0,1.078563053,2.027653191
68_2_0,1.8368204,1.182524763
69_1_0,1.413775909,1.551907555
69_2_0,1.464302187,2.154455933
7_1_0,1.264617656,1.511091025
7_2_0,1.335605921,1.402596371
7_3_0,1.307401897,1.144780184
7_4_0,1.118183492,1.41715564
7_5_0,1.716951983,1.314344771
7_6_0,1.428859352,1.483179083
7_7_0,1.427092087,1.429249012
7_8_0,1.598239181,1.403128571
7_9_0,1.625427819,1.269231216
72_1_0,1.360628717,2.150241724
73_1_0,1.344260187,1.311679053
73_10_0,1.463057461,1.319826387
73_2_0,1.422242064,1.312747634
73_3_0,1.280863927,2.311831507
73_4_0,1.561661393,1.431446607
73_5_0,2.009402098,1.684955159
73_6_0,1.111084,1.201883584
73_7_0,1.342490932,1.232891963
73_8_0,1.094574157,1.435512352
73_9_0,1.914499721,1.725023332
74_1_0,2.002236151,1.278638033
74_2_0,1.069817005,1.711561633
74_3_0,1.571897594,1.505483901
74_4_0,1.174675329,1.096635718
75_1_0,1.20122311,1.23521362
75_2_0,1.368350671,1.410386467
75_3_0,1.391972518,1.152301841
76_1_0,1.176001698,1.655659218
76_2_0,1.431729403,1.797179285
76_3_0,1.214723097,1.084276878
77_1_0,1.238142839,2.417236817
77_10_0,1.634152714,1.301397178
77_11_0,1.300713342,1.677638164
77_12_0,1.140959639,2.357563377
77_2_0,1.365706632,1.370592965
77_3_0,1.21509644,1.974537162
77_4_0,1.201152129,1.632165906
77_5_0,1.340117154,2.682153688
77_6_0,1.244811203,3.295422823
77_7_0,1.706845449,2.161328508
77_8_0,1.08156239,3.011726987
77_9_0,1.296985898,1.506476306
78_1_0,1.695731673,1.465130998
78_2_0,1.454792757,1.307672106
78_3_0,1.233920759,1.843602021
78_4_0,1.434329587,1.889866921
78_5_0,1.340192684,2.03351685
79_1_0,1.494086921,1.786233753
79_2_0,1.323256408,1.744552564
79_3_0,1.731170388,1.179082199
79_4_0,1.120025782,1.248937683
79_5_0,1.655409736,1.260499459
79_6_0,1.327307359,1.506217831
79_7_0,1.121955186,1.121921302
8_1_0,1.206401039,1.556582544
8_2_0,1.232236508,2.31149204
80_1_0,1.298115728,1.982642998
81_1_0,1.558261567,1.576900004
81_10_0,2.169382448,1.628028661
81_10_1,2.169382448,1.628028661
81_10_2,2.169382448,1.628028661
81_10_3,2.169382448,1.628028661
81_10_4,2.169382448,1.628028661
81_10_5,2.169382448,1.628028661
81_10_6,2.169382448,1.628028661
81_10_7,2.169382448,1.628028661
81_10_8,2.169382448,1.628028661
81_2_0,1.5286584,2.444264207
81_3_0,1.194599914,1.120546669
81_4_0,1.472020453,1.204792788
81_5_0,1.102780488,1.78714003
81_6_0,1.343555472,1.902494019
81_7_0,1.489474467,1.552723877
81_8_0,1.129164854,1.659503266
81_9_0,1.053283726,1.54920657
82_1_0,1.166137748,1.716343527
83_1_0,1.235714035,1.741750597
83_2_0,1.661734219,1.035451903
83_3_0,1.188010549,2.129209175
84_1_0,1.308573096,1.06605428
84_2_0,1.580927296,1.881791925
84_3_0,1.366083983,2.021678919
84_4_0,1.932091201,1.26441036
84_5_0,1.695076577,1.736425483
85_1_0,1.64946219,1.198274514
85_2_0,1.352844165,1.218185803
85_3_0,1.290868187,1.330325185
85_4_0,1.77526739,1.27887509
85_5_0,1.894949081,1.204173848
85_6_0,2.051050579,1.303562376
85_7_0,1.782074452,1.169138408
86_1_0,1.302630507,1.171352716
87_1_0,1.655980781,1.863599053
87_2_0,1.309066653,1.489368989
87_3_0,1.584979612,1.153644494
87_4_0,1.312123384,1.606801887
88_1_0,1.560096612,1.065713689
88_2_0,1.181232298,1.039398716
88_3_0,1.253681843,1.187385263
89_1_0,1.579392824,1.371988829
89_2_0,1.365524465,1.659732073
89_3_0,1.134683569,1.582945113
89_4_0,1.403039725,1.667566145
89_5_0,1.545899592,1.58540661
89_6_0,1.907810258,1.19555604
89_7_0,1.256482139,1.280258696
89_8_0,1.488948183,1.554411483
89_9_0,1.218612019,1.403180393
9_1_0,1.494809021,1.524336681
9_2_0,1.246260388,1.48071409
9_3_0,1.237098448,2.027443484
90_1_0,1.890034698,1.699894686
90_2_0,1.537221807,1.354917316
91_1_0,1.673354061,1.775840494
91_2_0,1.221635637,1.555164256
91_3_0,1.72372423,1.504007221
91_4_0,1.319811685,1.396173353
92_1_0,1.211420996,2.226001194
92_2_0,1.282353722,1.596499337
92_3_0,1.269052863,1.022186295
92_4_0,1.187554847,1.045162699
92_5_0,1.100828227,1.898133202
93_1_0,1.416621441,2.757607341
93_2_0,1.661706627,1.027336844
94_1_0,1.702761194,2.418630397
94_2_0,1.36933064,1.355278386
97_1_0,1.581208587,1.649919675
97_2_0,1.537163162,1.636690972
97_3_0,2.067583757,1.440946746
98_1_0,1.249970382,1.439752538
98_2_0,1.241248745,2.084105281
98_3_0,1.201435415,1.635342886
98_4_0,1.630512832,1.850645258
99_1_0,1.214882199,1.637927449
99_2_0,1.490521564,1.369406001
99_3_0,1.569743234,1.665215526
