ScanID,max_slope,autic
51_2_0,0.004667401,4.22186
51_3_0,0.021493286,4.496709
51_4_0,0.01498723,4.317721
52_1_0,0.007618278,2.870963
52_2_0,0.011932388,2.8103034
53_1_0,0.0155375,2.248681
53_2_0,0.024713561,2.2953432
53_3_0,0.03678851,2.7418528
53_4_0,0.027720362,2.6436555
54_1_0,0.005132288,2.5450082
54_10_0,0.011405021,2.5374115
54_11_0,0.013667852,2.4683888
54_12_0,0.021111012,2.6671877
54_13_0,0.022503644,2.6125245
54_2_0,0.005390897,2.406065
54_3_0,0.01929447,2.5922008
54_4_0,0.015957817,2.4434755
54_5_0,0.011027962,2.422056
54_6_0,0.007469878,2.4367754
54_7_0,0.020986661,2.5724363
54_8_0,0.030505136,2.4700103
54_9_0,0.012569249,2.5734456
55_1_0,0.03339918,2.694673
55_2_0,0.009296954,2.1384964
55_3_0,0.00760369,2.1173809
55_4_0,0.006466061,2.0990114
55_5_0,0.029108122,2.4721115
56_1_0,0.022665173,4.175058
56_2_0,0.00622955,3.7076254
56_3_0,0.012557447,3.708044
57_1_0,0.010287017,3.9970443
57_2_0,0.023055792,4.2319655
58_1_0,0.004741997,3.5835588
59_1_0,0.007046431,3.7757041
59_2_0,0.006433785,3.7539315
59_3_0,0.006851822,3.7725604
59_4_0,0.00641194,3.7822618
59_5_0,0.021098286,3.964617
6_1_0,0.013751596,3.1541505
6_2_0,0.015028715,3.1622615
6_3_0,0.019002348,3.3076482
6_4_0,0.028586432,3.3599927
6_5_0,0.040337116,3.5618525
6_6_0,0.02128014,3.3827937
60_1_0,0.007120758,2.6137633
60_10_0,0.008725509,2.6316288
60_11_0,0.010777742,2.6770709
60_12_0,0.013409674,2.710174
60_2_0,0.010272637,2.6882267
60_3_0,0.01110962,2.6803446
60_4_0,0.007593438,2.6485407
60_5_0,0.008290485,2.6396623
60_6_0,0.011456013,2.7212396
60_7_0,0.007137328,2.6286764
60_8_0,0.010838404,2.6894028
60_9_0,0.008824676,2.6771927
62_1_0,0.009804979,3.011832
62_2_0,0.02368486,3.196529
63_1_0,0.003775522,2.3777323
64_1_0,0.007511735,3.6589906
64_2_0,0.007432789,3.5783126
64_3_0,0.007287771,3.644589
64_4_0,0.006389648,3.6287062
65_1_0,0.014765412,4.046041
66_1_0,0.01025337,4.4085865
66_2_0,0.01429075,4.372502
66_3_0,0.012923867,4.2970786
66_4_0,0.006711096,4.3356433
66_5_0,0.012577355,4.446737
66_6_0,0.010837555,4.3530483
67_1_0,0.023053199,3.3707561
67_2_0,0.02423504,3.253934
67_3_0,0.011802077,3.258295
67_4_0,0.017772764,3.2699528
67_5_0,0.013270378,3.226443
67_6_0,0.016860604,3.2793796
67_7_0,0.027353287,3.619442
68_1_0,0.004873231,2.044115
68_2_0,0.009077325,2.059942
69_1_0,0.014060944,3.64757
69_2_0,0.006924659,3.586913
7_1_0,0.002990723,3.0763216
7_2_0,0.018912047,3.296132
7_3_0,0.015607566,3.1996632
7_4_0,0.017293096,3.2791796
7_5_0,0.027726412,3.3475876
7_6_0,0.020370603,3.352971
7_7_0,0.01069501,3.3690531
7_8_0,0.02118498,3.2444806
7_9_0,0.012221903,3.1411912
72_1_0,0.009389386,2.4670565
73_1_0,0.033620864,4.079774
73_10_0,0.018278271,3.7906072
73_2_0,0.00833714,3.538885
73_3_0,0.010584205,3.6160545
73_4_0,0.011205763,3.6605465
73_5_0,0.021360308,3.7633448
73_6_0,0.008236826,3.690084
73_7_0,0.015469909,3.7950518
73_8_0,0.013779432,3.6433666
73_9_0,0.01952082,3.8216066
74_1_0,0.024846807,3.092452
74_2_0,0.015337288,3.0285969
74_3_0,0.014136776,2.9330475
74_4_0,0.02460663,2.883126
75_1_0,0.00729546,2.6843371
75_2_0,0.00874494,2.6813269
75_3_0,0.021209165,2.9264312
76_1_0,0.003499121,3.72589
76_2_0,0.006571353,3.706591
76_3_0,0.011428863,3.6513834
77_1_0,0.01115641,2.397374
77_10_0,0.020038381,2.48659
77_11_0,0.015626043,2.4596088
77_12_0,0.023373798,2.5395305
77_2_0,0.008915335,2.2489717
77_3_0,0.019988805,2.2964947
77_4_0,0.027703658,2.483726
77_5_0,0.015202716,2.4084997
77_6_0,0.015713766,2.4009178
77_7_0,0.020734996,2.506564
77_8_0,0.023853734,2.3826792
77_9_0,0.030791476,2.649925
78_1_0,0.010356873,2.8577657
78_2_0,0.020874053,2.9626026
78_3_0,0.019573689,2.9917116
78_4_0,0.019500434,3.122564
78_5_0,0.011391729,2.9117336
79_1_0,0.008026943,2.1179762
79_2_0,0.007883117,2.1410244
79_3_0,0.007022217,2.1417003
79_4_0,0.01012376,2.1314375
79_5_0,0.023218185,2.4297473
79_6_0,0.02652879,2.2558362
79_7_0,0.03146258,2.5397089
8_1_0,0.008423194,2.3089054
8_2_0,0.009645253,2.2909663
80_1_0,0.007490456,2.6157863
81_1_0,0.010462701,2.342445
81_10_0,0.042340472,2.5713794
81_10_1,0.042340472,2.5713794
81_10_2,0.042340472,2.5713794
81_10_3,0.042340472,2.5713794
81_10_4,0.042340472,2.5713794
81_10_5,0.042340472,2.5713794
81_10_6,0.042340472,2.5713794
81_10_7,0.042340472,2.5713794
81_10_8,0.042340472,2.5713794
81_2_0,0.008971036,2.3015127
81_3_0,0.012178421,2.2900271
81_4_0,0.015533432,2.310132
81_5_0,0.017633945,2.3650875
81_6_0,0.01301299,2.3489995
81_7_0,0.03213127,2.3672006
81_8_0,0.012252584,2.3377798
81_9_0,0.018062979,2.336625
82_1_0,0.011384219,3.6492543
83_1_0,0.012334928,2.344899
83_2_0,0.03131859,2.6363358
83_3_0,0.010073185,2.335807
84_1_0,0.0254879,3.8340943
84_2_0,0.02853638,3.5568657
84_3_0,0.031187326,4.062196
84_4_0,0.04798481,4.1937537
84_5_0,0.021829695,3.9434333
85_1_0,0.005711526,3.7497234
85_2_0,0.014009059,3.844682
85_3_0,0.02019009,3.7853646
85_4_0,0.030286461,3.8989081
85_5_0,0.022898108,3.8512077
85_6_0,0.029916108,3.8781364
85_7_0,0.02755487,3.7817051
86_1_0,0.001382172,2.710772
87_1_0,0.01279138,2.5473824
87_2_0,0.021832779,2.6432514
87_3_0,0.020448625,2.6207645
87_4_0,0.010713473,2.445058
88_1_0,0.017626256,2.5595493
88_2_0,0.017386526,2.627475
88_3_0,0.007667422,2.4888039
89_1_0,0.014158249,3.8379788
89_2_0,0.016707659,3.9027152
89_3_0,0.019226253,3.9632156
89_4_0,0.029732466,4.081232
89_5_0,0.026404947,4.172923
89_6_0,0.029704034,4.350826
89_7_0,0.00811547,3.8003883
89_8_0,0.051846117,4.0751767
89_9_0,0.012399048,3.7908304
9_1_0,0.020544916,3.009669
9_2_0,0.016982406,3.0017362
9_3_0,0.021042824,3.1042254
90_1_0,0.078367054,3.8650458
90_2_0,0.02301392,3.3789613
91_1_0,0.011888504,4.344637
91_2_0,0.031213135,5.0297747
91_3_0,0.06402823,6.0694785
91_4_0,0.04725367,4.968074
92_1_0,0.017397135,2.7979414
92_2_0,0.04237762,3.3936112
92_3_0,0.023887798,2.9895537
92_4_0,0.035252035,3.3216367
92_5_0,0.024600774,2.907905
93_1_0,0.006866485,2.5976262
93_2_0,0.016622558,2.6790414
94_1_0,0.006065652,2.6133494
94_2_0,0.01689671,2.737463
97_1_0,0.004662603,3.9929986
97_2_0,0.006195247,4.026453
97_3_0,0.012043357,4.146908
98_1_0,0.005715191,1.7997408
98_2_0,0.010795116,1.8408164
98_3_0,0.014160067,1.9815739
98_4_0,0.01355949,2.129405
99_1_0,0.010618895,4.349294
99_2_0,0.006224543,4.2822666
99_3_0,0.008168072,4.325272
