ScanID,bounding_box_center_x,bounding_box_center_y,bounding_box_center_z
238_3_0,118.9982902,55.03727337,119.5878743
24_1_0,-60.14642077,-57.28359873,-1.797003292
24_2_0,-78.96857805,64.28617228,26.11897822
24_3_0,75.87030074,48.33678541,26.11897822
24_4_0,78.71138108,61.80515654,26.75343234
24_5_0,82.61786655,78.81783587,43.88369373
240_1_0,80.09680352,-0.227133684,15.18918781
240_2_0,80.83118007,-3.1240858,57.15429274
243_1_0,101.1740971,-68.62422462,51.08473581
243_2_0,-110.4975138,-95.45916618,46.98131691
243_3_0,108.6574369,-68.62422462,61.75362495
243_4_0,-92.32368864,-79.06003523,64.21567629
243_5_0,85.49471853,-60.05195162,69.13977898
245_1_0,-52.82292593,7.355291168,20.71115354
245_2_0,83.9547069,22.4307304,22.0633287
245_3_0,75.78357559,10.94468146,8.541577029
246_1_0,87.72548101,-10.37302196,-15.7214761
247_1_0,111.1129197,51.85384209,46.92563123
247_2_0,124.5834691,57.52165136,45.03318251
248_1_0,84.20270045,50.16353187,63.45642696
248_2_0,95.10910567,55.95106938,60.22155207
248_3_0,-117.9293429,30.99231387,25.93187822
249_1_0,88.57850966,7.656072483,-0.400329826
25_1_0,-61.97566225,-90.94476084,-50.64163714
25_10_0,39.15256978,-16.68423674,-7.243473328
25_11_0,-96.88469608,66.45912517,30.81337802
25_12_0,-92.56605272,54.02315223,35.48702643
25_13_0,-101.5632264,54.02315223,47.50497948
25_14_0,96.01470736,49.75939008,51.51096383
25_15_0,101.7728985,65.03787112,53.51395601
25_2_0,64.34465605,-103.3807338,-24.60273885
25_3_0,56.78703017,-46.53057179,-13.92011391
25_4_0,45.63053482,-11.35453406,-15.25544203
25_5_0,54.98759543,-79.93004196,-12.5847858
25_6_0,49.58929123,-71.40251766,-10.58179362
25_7_0,42.75143924,-21.65862592,-9.246465504
25_8_0,59.66612574,-44.39869071,-12.5847858
25_9_0,42.03166535,-38.00304749,-5.240481152
251_1_0,-103.3436592,-65.38264902,46.79850823
252_1_0,129.739237,48.2933317,-32.26372097
252_2_0,-94.0334694,55.30259602,-20.29930435
252_3_0,125.2637829,46.81769711,11.60580663
256_1_0,-82.60414094,-45.64468431,-54.94226837
256_2_0,-66.34151465,-51.30124998,-39.31726837
256_3_0,-84.72535306,-23.72549236,-33.69226837
256_4_0,88.86050582,-27.96791661,-23.06726837
256_5_0,-80.12939346,-7.462866068,4.432731628
256_6_0,-67.04858536,0.668447077,4.432731628
256_7_0,87.79989976,-9.937613547,1.932731628
256_8_0,84.61808157,16.93107337,20.68273163
256_9_0,95.57767755,14.80986124,18.80773163
257_1_0,-53.09980594,4.762771241,0.207312432
257_2_0,-74.8652315,5.506007631,9.366554661
257_3_0,89.82648854,23.71529919,16.99925652
258_1_0,-120.5524982,61.34827822,50.70503925
259_1_0,-122.6349718,60.94404264,33.44897699
26_1_0,-60.69626734,-11.92963085,-16.50608337
26_2_0,-85.24288512,22.33391383,10.17922234
26_3_0,-82.39690045,21.97700191,18.43895982
260_1_0,-123.295722,-78.85125209,-56.02227226
260_2_0,-67.72773107,-99.75343836,-22.50394784
260_3_0,115.3616748,-39.20917469,-27.39203682
260_4_0,-118.6650561,66.38290423,44.53270099
262_1_0,75.60496562,10.04321393,1.796279797
263_1_0,-76.4315464,-41.41050286,-40.64174679
263_2_0,-88.48760382,-6.171700533,-37.24810524
263_3_0,-43.55138979,-18.39740746,-35.2119203
263_4_0,37.55299649,11.44770063,-29.10336549
263_5_0,-98.3516508,40.93322911,15.01397477
263_6_0,130.3481051,52.79935643,12.29906153
263_7_0,-104.562347,52.0801972,42.16310725
263_8_0,129.98277,55.31641374,29.94599763
263_9_0,133.2707857,72.21665567,27.9098127
264_1_0,-50.89395324,-3.950722793,-47.81907654
264_2_0,-84.90259383,-26.26889318,-42.19407654
264_3_0,-97.30157738,3.134410663,-44.06907654
264_4_0,33.41913489,16.24190756,-45.31907654
264_5_0,-107.9292776,53.4388582,19.68092346
264_6_0,131.5482333,72.92297521,39.68092346
264_7_0,-115.7229244,69.02615181,50.93092346
264_8_0,-105.0952242,69.73466515,49.68092346
264_9_0,133.6737733,74.3400019,44.05592346
265_1_0,48.5424201,-27.74287346,-0.879720015
265_10_0,108.9071721,88.62052302,82.15522606
265_2_0,-64.32895041,-37.67633414,11.74159179
265_3_0,-51.82737457,-20.64754441,29.01286057
265_4_0,-98.97617491,51.72481194,62.226839
265_5_0,99.62028714,69.46313458,66.87679598
265_6_0,98.90591138,77.26799654,78.16954865
265_7_0,99.97747502,64.49640424,80.82666692
265_8_0,96.04840833,84.71809204,82.81950563
265_9_0,93.90528104,95.71585208,79.49810779
266_1_0,87.36383734,-23.94766904,-57.76076016
266_2_0,97.95977383,-27.29821263,-48.20010683
266_3_0,60.87399612,-37.72212601,-21.56685824
266_4_0,-93.90236189,98.16103059,27.60221606
266_5_0,-92.38865668,94.06592176,41.26029226
266_6_0,-96.17291971,114.5414659,42.62609988
268_1_0,71.25608877,7.227487636,-32.87422519
268_2_0,114.5688299,67.06418081,22.88968467
268_3_0,103.3797051,66.71011754,48.36208794
27_1_0,-71.38350349,8.257588239,14.50027331
270_1_0,-91.73415391,-24.71671095,-16.54647502
270_2_0,98.33767611,80.45870991,75.17424869
270_3_0,-96.56964078,83.09751976,82.64778914
271_1_0,117.8626281,-11.99030878,-14.3137949
275_1_0,87.32505951,-18.78497571,-22.75514838
275_2_0,77.01300897,-21.61325854,-9.266594423
275_3_0,38.96509833,33.89179206,53.67999072
275_4_0,-106.1147852,57.57866079,75.51860189
275_5_0,117.5500353,50.5079537,76.16091398
276_1_0,-73.82641751,43.65379134,34.76728515
276_2_0,124.6325306,78.15531379,76.31192445
279_1_0,-101.1912917,46.3498596,97.67700203
28_1_0,82.90332254,-10.7941969,-9.040418975
28_2_0,106.0512126,63.44822747,7.131375104
280_1_0,-98.26949649,71.06898856,39.07812348
280_2_0,113.4885787,74.25080675,29.83059079
280_3_0,-96.12329978,68.59424108,48.98619421
280_4_0,-103.6349883,74.95787746,47.00458007
280_5_0,123.1464639,100.7659583,45.02296592
285_1_0,108.6722111,4.123404256,38.90191904
285_2_0,99.73209269,3.06051816,54.64034087
286_1_0,99.72376101,-0.93751229,46.22311679
289_1_0,-121.7990144,61.2702843,6.598297142
289_2_0,-104.8038436,-6.254968345,36.18190821
289_3_0,110.1142536,-55.74991792,33.03471554
289_4_0,-61.60778455,-49.0327462,39.32910087
289_5_0,-106.5741739,44.65412265,38.07022381
289_6_0,-110.1148345,64.45210248,59.47113394
29_1_0,101.3443231,5.769205894,10.06571931
29_2_0,104.2805584,30.72679009,22.86832125
29_3_0,-93.18126802,42.30132189,36.34474435
29_4_0,-105.2932388,60.02482371,53.86409439
29_5_0,121.1639116,62.91845666,45.77824052
29_6_0,122.2649999,58.93971136,51.84263092
29_7_0,131.4407353,73.76958023,55.88555785
290_1_0,-80.4664487,-43.38398969,-40.17881939
290_2_0,-70.71256691,-35.95974725,-29.79409899
290_3_0,90.04585527,-40.55570686,-30.48641368
294_1_0,-145.4944427,67.07839597,39.82058374
294_2_0,142.7099234,83.19752159,47.9688941
294_3_0,138.7766132,74.95885738,43.89473892
295_1_0,-138.2331383,63.53458518,27.2029953
295_2_0,133.2820137,72.01943368,30.3279953
295_3_0,134.3426197,79.79721147,27.8279953
297_1_0,74.4516347,4.12673734,32.4879303
297_2_0,98.88634683,38.83111109,33.7379303
297_3_0,107.0312509,71.05660099,73.7379303
298_1_0,-96.74114825,70.67730714,39.59013129
298_2_0,120.4483324,71.79005111,39.59013129
298_3_0,129.9389651,78.46651492,49.87078201
299_1_0,-74.43873046,12.55000851,-46.42706299
299_2_0,-104.4290241,19.77658529,9.197937012
3_1_0,54.42549358,-11.67223995,-27.20756641
3_2_0,94.75695699,36.77147261,40.25416394
3_3_0,113.8423816,61.53159236,41.52702677
3_4_0,119.6040193,66.19654246,56.80138081
3_5_0,93.31654758,38.9245265,-34.20831202
30_1_0,87.12725761,22.59629879,-6.373936899
30_2_0,75.09370138,-32.4662958,0.66947089
30_3_0,-106.8253546,39.62223264,43.6342584
30_4_0,120.0425732,37.08645526,46.45162152
30_5_0,110.1325857,42.52026394,45.04293996
30_6_0,118.9807888,49.76534217,50.67766619
300_1_0,-41.69479552,14.36506996,21.73787426
301_1_0,-42.35921913,24.56426741,50.26616726
31_1_0,-67.64103363,3.519617078,38.89417046
32_1_0,97.50135825,-43.01887775,-24.837886
32_2_0,76.64317403,-14.99888954,3.440541121
32_2_1,76.64317403,-14.99888954,3.440541121
32_2_2,76.64317403,-14.99888954,3.440541121
32_3_0,60.9080526,4.287595857,4.725924171
32_4_0,123.8485383,46.8634221,9.867456375
32_5_0,130.8012664,54.86913302,54.85586315
32_6_0,139.2177267,66.51380345,63.85354451
32_7_0,-105.9574212,56.32471682,71.56584282
32_8_0,135.1924631,77.06678602,75.42199197
33_1_0,-138.7373787,15.4587093,-9.67143379
33_3_0,-134.4935206,73.79204273,-6.541446513
33_4_0,141.7109127,69.90315384,1.596520408
33_5_0,-130.9569721,75.20618415,18.4984517
33_6_0,-133.4325561,93.23648721,29.7664059
33_7_0,138.1743643,74.14557809,27.88841353
36_1_0,-110.4628407,49.78838142,-19.0772851
36_10_0,-109.7352734,56.6254482,52.77377515
36_11_0,127.0878581,62.38297812,61.34316766
36_12_0,132.1808287,70.29958177,65.95745593
36_13_0,133.9997468,84.69340657,66.61663997
36_2_0,-97.73041422,41.87177778,-18.41810106
36_3_0,-94.0925781,39.35285844,-4.575236239
36_4_0,114.3554317,39.35285844,-0.620132005
36_5_0,-97.36663061,44.0308515,23.1104934
36_6_0,115.4467825,41.87177778,25.08804551
36_7_0,119.0846187,47.6293077,25.08804551
36_8_0,122.7224548,56.98529382,43.54519861
36_9_0,136.5462321,83.61386971,59.36561554
37_1_0,-78.02184064,45.24193988,43.80355723
37_2_0,-89.86134977,61.54111168,55.787866
37_3_0,-84.12098171,47.72224863,66.44058491
37_4_0,98.49447729,57.99781347,61.11422546
37_5_0,-103.4947239,67.91904848,71.76694436
37_6_0,-88.06748475,65.43873973,77.75909875
37_7_0,-94.16662582,50.20255739,78.42489368
38_1_0,-119.1369696,46.49559168,47.14646912
38_2_0,-117.6898402,46.85737404,77.14646912
4_1_0,50.15473721,-1.84245417,3.270846189
42_1_0,-69.70600603,-20.06594109,17.74184474
44_1_0,-94.63455431,35.82003599,-20.71613038
44_2_0,85.69812017,46.10660881,-7.422889803
44_3_0,75.34238243,15.24689035,-1.440931546
44_4_0,-98.91968717,0.703804633,13.18163308
45_1_0,-121.5776255,59.68692003,-3.89474624
45_2_0,23.7680475,6.465454222,13.52934862
45_3_0,-103.8705384,61.87410356,67.81210569
49_1_0,99.71222593,-21.21196383,7.082999128
49_2_0,-57.39236956,-64.34327704,12.10331385
49_3_0,109.9735621,66.81833935,74.85724794
49_4_0,118.4657024,68.23248076,67.95431519
5_1_0,-119.6959025,-82.2197172,-19.085747
5_2_0,-89.25938593,-39.50892059,-24.41917687
5_3_0,-114.9287372,-73.53277552,2.247972499
5_4_0,-123.7296577,-32.99371433,6.248044904
5_5_0,-104.2942917,-2.589418433,-3.085457376
5_6_0,-81.55858054,-73.89473142,31.58183681
5_7_0,-88.89268091,-61.2262748,33.58187301
5_8_0,-109.428162,65.09633552,42.91537529
5_9_0,-95.86007627,60.02895287,49.58216263
50_1_0,133.6249403,-62.931704,-28.66400813
50_2_0,112.441501,11.8415911,28.9982391
50_3_0,102.7788795,47.39555985,37.71462531
51_1_0,-78.091518,-48.6891564,27.1251289
51_2_0,85.25758123,-60.00380911,18.27647548
51_3_0,-74.90249003,12.12710193,64.4158826
51_4_0,110.769805,59.50721017,78.3209094
52_1_0,74.71791014,3.172067446,-13.00307349
52_2_0,-79.48413105,69.98368352,47.82416807
53_1_0,-104.5707366,45.03834332,-5.870918007
53_2_0,-121.943836,59.19151917,6.129465555
53_3_0,-103.1525244,56.360884,45.28861192
53_4_0,-89.67950847,48.93046668,33.91982749
54_1_0,36.667795,-5.138640596,-32.52279893
54_10_0,123.5169969,55.7165733,39.55463542
54_11_0,130.7243996,61.11792364,38.25594291
54_12_0,131.80551,70.48026424,38.90528916
54_13_0,129.282919,87.76458535,40.85332793
54_2_0,55.40704189,-10.53999094,-5.250256202
54_3_0,-128.7420958,62.91837376,17.47686274
54_4_0,-134.1476478,53.19594314,25.91836406
54_5_0,135.0488412,51.035403,22.02228652
54_6_0,130.3640294,62.19819371,22.67163278
54_7_0,-132.7061673,60.3977436,31.76248035
54_8_0,-129.1024659,75.52152456,32.41182661
54_9_0,130.0036593,77.6820647,27.21705657
55_1_0,107.8828425,60.64518159,-6.146650469
55_2_0,-41.27265415,-56.78223212,-9.853799169
55_3_0,71.95487612,1.386146188,16.09624174
55_4_0,-75.74898549,-21.15410041,11.6476633
55_5_0,-99.70096304,46.10308701,58.35773693
56_1_0,77.29656582,62.7389971,3.973496873
56_2_0,46.22374494,17.84000713,39.38830688
56_3_0,-100.2113879,3.698592961,51.84907336
57_1_0,-40.79093939,-24.90801428,22.16313515
57_2_0,-111.4674734,59.01503896,70.58760349
58_1_0,-101.3672481,-30.61244686,51.85054593
59_1_0,-63.4042511,20.56819473,-19.4623006
59_2_0,84.75496488,-2.826104581,7.032912346
59_3_0,91.62087976,8.314037947,8.465086019
59_4_0,77.52768605,-11.36688052,14.19378071
59_5_0,-104.9611044,61.415384,81.50594333
6_1_0,127.1687915,66.62752944,-40.26768341
6_2_0,-114.2958554,-16.30684015,-34.89007431
6_3_0,106.3102056,58.3699948,-5.313224253
6_4_0,-101.5685827,80.27041275,28.29683263
6_5_0,-97.67969376,61.60120401,41.06865424
6_6_0,121.8657612,67.34557593,70.6455043
60_1_0,-83.58171527,-47.88188749,-51.25654808
60_10_0,-91.05158612,-37.61490623,-2.240596904
60_11_0,36.6476345,-51.06819202,-6.110277259
60_12_0,61.90291212,-29.82616183,17.10780488
60_2_0,85.73535719,-43.98751529,-53.83633498
60_3_0,66.52711788,-10.00026698,-54.48128171
60_4_0,-89.62875357,-22.7454851,-42.87224064
60_5_0,-97.45433255,21.86277831,-46.74192099
60_6_0,-62.23922715,-8.938165471,-44.80708082
60_7_0,82.53398398,-52.13029353,-48.67676117
60_8_0,-74.68901189,-24.86968812,-20.94405196
60_9_0,-68.99768172,-31.24229718,-28.03846594
62_1_0,109.5131797,2.190419614,24.42399597
62_2_0,138.1495434,83.85708642,51.29899597
63_1_0,-80.32900897,-12.31210347,33.58550928
64_1_0,-75.81530585,15.31118949,-15.12637135
64_2_0,-78.42365006,13.85320486,12.11134499
64_3_0,100.4342386,3.64731244,26.77780764
64_4_0,99.31637681,15.67568565,24.68259869
65_1_0,35.694258,14.85002356,-18.87329862
66_1_0,-84.87880134,-23.98620307,-3.413754254
66_2_0,-97.46951838,27.88498941,8.270360511
66_3_0,-82.36065793,19.65714508,18.6562403
66_4_0,48.94253408,-9.676908596,21.25271025
66_5_0,45.70492112,-2.522261357,32.28770753
66_6_0,69.08768134,3.916921157,34.23505999
67_1_0,-66.6689019,-2.129626707,-39.09289939
67_2_0,-104.9636887,26.53937999,-35.37879886
67_3_0,88.69851864,9.784765686,-35.37879886
67_4_0,-91.46933522,-12.18239529,1.76220643
67_5_0,62.80394855,-19.25656577,-1.951894099
67_6_0,79.58071227,1.965945678,-2.694714205
67_7_0,95.62805148,52.60211335,48.55987309
68_1_0,-66.69218374,-18.14268488,-77.79979735
68_2_0,-34.90438281,-14.60733134,-41.06977359
69_1_0,-67.25134234,-6.233252893,25.21579175
69_2_0,-58.84318681,0.923257917,56.2369912
7_1_0,-142.2522556,47.04841275,-61.01109137
7_2_0,-127.6940819,43.74092781,-43.55225834
7_3_0,-135.7010774,22.42602486,-24.07894458
7_4_0,122.7065069,45.21092112,0.094824226
7_5_0,130.3495481,63.58583746,8.152747162
7_6_0,128.1658221,55.13337594,19.56813799
7_7_0,130.3495481,62.48334248,24.94008661
7_8_0,129.9855938,79.75576383,22.2541123
7_9_0,130.3495481,86.73823204,47.77086826
72_1_0,30.56902155,8.40647018,50.62166378
73_1_0,94.11482723,-10.43568858,35.37643552
73_10_0,-117.1626913,57.2816034,113.6767683
73_2_0,-67.0952457,-71.23562277,40.35918397
73_3_0,100.506416,-32.27997631,52.46014449
73_4_0,-74.90718756,30.70438666,68.83203226
73_5_0,-101.1837193,28.51995788,85.20392003
73_6_0,-103.6693371,-4.974616642,89.47484727
73_7_0,-120.0033974,55.46124609,97.30488055
73_8_0,-103.3142489,59.83010363,95.88123813
73_9_0,-107.9303963,35.43731566,100.1521654
74_1_0,98.5273079,-8.330958535,33.0318104
74_2_0,114.887214,20.4566452,31.75541479
74_3_0,109.1968119,5.174337043,27.28803015
74_4_0,-112.7288707,37.16056341,52.81594236
75_1_0,46.01320672,-38.13083798,21.21114349
75_2_0,81.20867744,-37.41256306,16.83614349
75_3_0,-73.93870366,-47.46841184,55.58614349
76_1_0,55.44329497,-48.44257226,4.557863228
76_2_0,-67.47502029,-49.15137061,23.4310426
76_3_0,54.7286536,-27.1786216,33.19303193
77_1_0,-131.7116823,68.99567133,6.532196951
77_10_0,-116.25538,65.71793791,52.62741298
77_11_0,111.5410749,64.98955271,65.13897161
77_12_0,-102.6391137,62.8043971,83.57705802
77_2_0,-87.18281146,-0.565115674,14.43423398
77_3_0,-98.59103457,31.48383331,20.36076176
77_4_0,-108.1592217,42.40961138,22.9947741
77_5_0,-113.3113224,43.50218918,33.53082348
77_6_0,-111.4712865,50.05765602,39.45735125
77_7_0,-112.9433153,58.06989327,41.43286051
77_8_0,-116.6233872,63.1685897,40.77435743
77_9_0,-112.9433153,52.24281163,50.65190372
78_1_0,98.7235344,-25.29810113,-3.368920877
78_2_0,117.5871617,1.570585787,64.36940885
78_3_0,-114.1151287,51.06553537,80.4975826
78_4_0,133.9593666,55.30795962,76.6268209
78_5_0,-110.9118713,51.06553537,88.88423294
79_1_0,-79.74155456,-9.208293022,-67.93247986
79_2_0,58.47394418,5.472627828,-38.55747986
79_3_0,48.08987821,-36.42170728,-11.68247986
79_4_0,48.08987821,-22.45692891,-14.80747986
79_5_0,119.7041263,73.14809224,17.69252014
79_6_0,-92.63211921,72.43194975,27.06752014
79_7_0,-98.00318781,84.60637192,30.19252014
8_1_0,100.6550943,6.555820288,8.67600391
8_2_0,-68.85024898,9.15394325,17.69909452
80_1_0,66.44059247,-16.39942773,-2.214197794
81_1_0,-30.45697088,13.60576732,-47.04109192
81_10_0,75.5936778,-33.52785432,7.333908081
81_10_1,75.5936778,-33.52785432,7.333908081
81_10_2,75.5936778,-33.52785432,7.333908081
81_10_3,75.5936778,-33.52785432,7.333908081
81_10_4,75.5936778,-33.52785432,7.333908081
81_10_5,75.5936778,-33.52785432,7.333908081
81_10_6,75.5936778,-33.52785432,7.333908081
81_10_7,75.5936778,-33.52785432,7.333908081
81_10_8,75.5936778,-33.52785432,7.333908081
81_2_0,-40.45501183,-8.175679046,-28.29109192
81_3_0,110.2297482,-33.88492721,-27.04109192
81_4_0,-67.94962445,-33.88492721,-20.16609192
81_5_0,-59.02280217,-11.03226218,-17.66609192
81_6_0,-48.31061544,-14.96006398,-21.41609192
81_7_0,-131.1515262,63.59597208,72.33390808
81_8_0,-62.23645819,8.606746839,-14.54109192
81_9_0,-75.09108227,15.03405888,-3.291091919
82_1_0,118.3831218,66.91815613,75.14022432
83_1_0,-50.60947782,-10.67385656,29.57078552
83_2_0,-41.41755861,7.00291115,48.32078552
83_3_0,-108.9428113,69.57866883,85.82078552
84_1_0,-120.0008133,65.70789164,-46.78017518
84_2_0,117.6983758,73.28905041,-15.38794945
84_3_0,-97.02083125,60.6537858,1.021623087
84_4_0,-102.7658268,63.18083872,24.56579238
84_5_0,-118.9236266,84.11927721,40.97536492
85_1_0,-127.7742465,39.78467404,-30.82046554
85_2_0,-135.5811384,20.75077221,-9.719120884
85_3_0,127.3691757,41.6148569,10.6545912
85_4_0,136.2406438,66.87138048,14.29275407
85_5_0,127.014317,37.95449117,17.93091694
85_6_0,129.8531868,56.988393,28.11777298
85_7_0,134.8212089,82.97698972,28.11777298
86_1_0,-54.03578741,7.549528062,31.95426874
87_1_0,99.55802315,-26.66405535,-5.478935071
87_2_0,102.3973456,-12.87617654,14.89211212
87_3_0,105.9464987,-7.21961087,-1.022768499
87_4_0,93.16954759,-32.67415637,27.62401661
88_1_0,-5.493857679,41.10813814,-15.76547682
88_2_0,-6.934192798,36.47480308,-37.70781045
88_3_0,-11.25519815,18.65428361,-23.07958803
89_1_0,-123.985234,58.3400443,73.43627167
89_2_0,130.3781678,46.13947416,66.56127167
89_3_0,134.8147387,58.70975854,86.56127167
89_4_0,127.4204538,69.06175745,86.56127167
89_5_0,139.9907382,74.9771854,85.93627167
89_6_0,132.5964532,83.48061308,97.18627167
89_7_0,-117.7000918,57.6006158,104.6862717
89_8_0,132.226739,76.82575664,111.5612717
89_9_0,-117.7000918,67.58290047,114.0612717
9_1_0,-88.9568284,40.04290015,-36.475092
9_2_0,53.24090569,-34.19952422,-20.05291306
9_3_0,-95.74516244,64.43683958,51.54778714
90_1_0,-96.86313417,83.25040864,53.47165019
90_2_0,-105.7681046,87.51525747,50.94159495
91_1_0,-122.9951047,46.63008845,12.34698485
91_2_0,-126.596607,87.28665417,51.91960182
91_3_0,-117.9530015,80.9230178,54.64874782
91_4_0,-120.8342033,101.4280683,60.10703981
92_1_0,65.90562905,-18.71120142,11.7140522
92_2_0,68.38202116,-9.159403281,27.9640522
92_3_0,72.98103507,8.882882086,27.9640522
92_4_0,55.64629031,-0.66891605,44.2140522
92_5_0,-98.95133136,62.65596788,87.9640522
93_1_0,-59.38319963,-20.3052066,-5.850649329
93_2_0,-82.64239785,5.149338901,22.64797547
94_1_0,-67.14681201,-43.58369815,-29.41704084
94_2_0,-86.46467745,-30.8564254,18.16614378
97_1_0,76.96545672,16.44452554,-13.21958923
97_2_0,84.38969916,18.56573766,11.78041077
97_3_0,-111.1153517,44.72735387,13.65541077
98_1_0,104.8238155,-4.333996643,5.461502075
98_2_0,93.66317624,-14.41457407,15.46150208
98_3_0,-118.3889703,61.18975662,60.46150208
98_4_0,113.1042898,59.74967413,60.46150208
99_1_0,-84.7502458,19.30171806,20.91293562
99_2_0,66.02002808,3.746162474,40.39896449
99_3_0,-60.51294409,15.05929381,59.88499337
